entry,hostname,delta,error,lastcall
1,xen-vm1,0.040006281,0.000006281,19.242832345
1,xen-vm1,0.040010345,0.000010345,19.282842690
1,xen-vm1,0.040009901,0.000009901,19.322852591
1,xen-vm1,0.040010028,0.000010028,19.362862619
1,xen-vm1,0.040010269,0.000010269,19.402872888
1,xen-vm1,0.040009915,0.000009915,19.442882803
1,xen-vm1,0.040013051,0.000013051,19.482895854
1,xen-vm1,0.040005741,0.000005741,19.522901595
1,xen-vm1,0.040014873,0.000014873,19.562916468
1,xen-vm1,0.040013755,0.000013755,19.602930223
1,xen-vm1,0.040010658,0.000010658,19.642940881
1,xen-vm1,0.040011450,0.000011450,19.682952331
1,xen-vm1,0.040009984,0.000009984,19.722962315
1,xen-vm1,0.040009608,0.000009608,19.762971923
1,xen-vm1,0.040012752,0.000012752,19.802984675
1,xen-vm1,0.040012485,0.000012485,19.842997160
1,xen-vm1,0.040008879,0.000008879,19.883006039
1,xen-vm1,0.040013079,0.000013079,19.923019118
1,xen-vm1,0.040007846,0.000007846,19.963026964
1,xen-vm1,0.040011925,0.000011925,20.003038889
1,xen-vm1,0.040010518,0.000010518,20.043049407
1,xen-vm1,0.040011215,0.000011215,20.083060622
1,xen-vm1,0.040010970,0.000010970,20.123071592
1,xen-vm1,0.040011373,0.000011373,20.163082965
1,xen-vm1,0.040012070,0.000012070,20.203095035
1,xen-vm1,0.040025577,0.000025577,20.243120612
1,xen-vm1,0.040015187,0.000015187,20.283135799
1,xen-vm1,0.040009993,0.000009993,20.323145792
1,xen-vm1,0.040010345,0.000010345,20.363156137
1,xen-vm1,0.039995174,0.000004826,20.403151311
1,xen-vm1,0.040027487,0.000027487,20.443178798
1,xen-vm1,0.039992968,0.000007032,20.483171766
1,xen-vm1,0.040010616,0.000010616,20.523182382
1,xen-vm1,0.040008768,0.000008768,20.563191150
1,xen-vm1,0.040017843,0.000017843,20.603208993
