entry,hostname,delta,error,lastcall
3,xen-vm3,0.060006666,0.000006666,51.068073072
1,xen-vm1,0.060030682,0.000030682,51.078068699
2,xen-vm2,0.060008269,0.000008269,51.108087277
3,xen-vm3,0.060011483,0.000011483,51.128084555
1,xen-vm1,0.060024929,0.000024929,51.138093628
2,xen-vm2,0.060018243,0.000018243,51.168105520
3,xen-vm3,0.060025232,0.000025232,51.188109787
1,xen-vm1,0.060010014,0.000010014,51.198103642
2,xen-vm2,0.060020751,0.000020751,51.228126271
3,xen-vm3,0.060021608,0.000021608,51.248131395
1,xen-vm1,0.060026074,0.000026074,51.258129716
2,xen-vm2,0.060024257,0.000024257,51.288150528
3,xen-vm3,0.060012201,0.000012201,51.308143596
1,xen-vm1,0.060016702,0.000016702,51.318146418
2,xen-vm2,0.060021969,0.000021969,51.348172497
3,xen-vm3,0.060022385,0.000022385,51.368165981
1,xen-vm1,0.060021560,0.000021560,51.378167978
2,xen-vm2,0.060017113,0.000017113,51.408189610
3,xen-vm3,0.060017777,0.000017777,51.428183758
1,xen-vm1,0.060025698,0.000025698,51.438193676
2,xen-vm2,0.060024879,0.000024879,51.468214489
3,xen-vm3,0.060033634,0.000033634,51.488217392
1,xen-vm1,0.060021187,0.000021187,51.498214863
2,xen-vm2,0.060010555,0.000010555,51.528225044
3,xen-vm3,0.060014343,0.000014343,51.548231735
1,xen-vm1,0.060016461,0.000016461,51.558231324
2,xen-vm2,0.060031959,0.000031959,51.588257003
3,xen-vm3,0.060019868,0.000019868,51.608251603
1,xen-vm1,0.060020657,0.000020657,51.618251981
2,xen-vm2,0.060014044,0.000014044,51.648271047
3,xen-vm3,0.060015554,0.000015554,51.668267157
1,xen-vm1,0.060018275,0.000018275,51.678270256
2,xen-vm2,0.060016371,0.000016371,51.708287418
3,xen-vm3,0.060018742,0.000018742,51.728285899
1,xen-vm1,0.060022033,0.000022033,51.738292289
2,xen-vm2,0.060021739,0.000021739,51.768309157
3,xen-vm3,0.060024536,0.000024536,51.788310435
1,xen-vm1,0.060014246,0.000014246,51.798306535
2,xen-vm2,0.060020494,0.000020494,51.828329651
3,xen-vm3,0.060026763,0.000026763,51.848337198
1,xen-vm1,0.060026300,0.000026300,51.858332835
2,xen-vm2,0.060023862,0.000023862,51.888353513
3,xen-vm3,0.060007787,0.000007787,51.908344985
1,xen-vm1,0.060019607,0.000019607,51.918352442
2,xen-vm2,0.060018849,0.000018849,51.948372362
3,xen-vm3,0.060024809,0.000024809,51.968369794
1,xen-vm1,0.060017647,0.000017647,51.978370089
2,xen-vm2,0.060046149,0.000046149,52.008418511
3,xen-vm3,0.060050033,0.000050033,52.028419827
1,xen-vm1,0.060011239,0.000011239,52.038381328
2,xen-vm2,0.059989693,0.000010307,52.068408204
3,xen-vm3,0.059993436,0.000006564,52.088413263
1,xen-vm1,0.060020492,0.000020492,52.098401820
2,xen-vm2,0.060012196,0.000012196,52.128420400
3,xen-vm3,0.060015270,0.000015270,52.148428533
1,xen-vm1,0.060023327,0.000023327,52.158425147
2,xen-vm2,0.060023101,0.000023101,52.188443501
3,xen-vm3,0.060012206,0.000012206,52.208440739
1,xen-vm1,0.059989979,0.000010021,52.218415126
2,xen-vm2,0.060017353,0.000017353,52.248460854
3,xen-vm3,0.060012135,0.000012135,52.268452874
1,xen-vm1,0.060011213,0.000011213,52.278426339
2,xen-vm2,0.060004663,0.000004663,52.308465517
3,xen-vm3,0.060009973,0.000009973,52.328462847
1,xen-vm1,0.060044667,0.000044667,52.338471006
2,xen-vm2,0.060017113,0.000017113,52.368482630
3,xen-vm3,0.060020461,0.000020461,52.388483308
1,xen-vm1,0.060013587,0.000013587,52.398484593
2,xen-vm2,0.060032398,0.000032398,52.428515028
3,xen-vm3,0.060032704,0.000032704,52.448516012
1,xen-vm1,0.059999921,0.000000079,52.458484514
2,xen-vm2,0.060006648,0.000006648,52.488521676
3,xen-vm3,0.060014005,0.000014005,52.508530017
1,xen-vm1,0.060039699,0.000039699,52.518524213
2,xen-vm2,0.060026319,0.000026319,52.548547995
3,xen-vm3,0.060005429,0.000005429,52.568535446
1,xen-vm1,0.060020948,0.000020948,52.578545161
2,xen-vm2,0.060018765,0.000018765,52.608566760
3,xen-vm3,0.060025893,0.000025893,52.628561339
1,xen-vm1,0.059999601,0.000000399,52.638544762
2,xen-vm2,0.060000391,0.000000391,52.668567151
3,xen-vm3,0.060012319,0.000012319,52.688573658
1,xen-vm1,0.060025406,0.000025406,52.698570168
2,xen-vm2,0.060021983,0.000021983,52.728589134
3,xen-vm3,0.060022441,0.000022441,52.748596099
1,xen-vm1,0.060023192,0.000023192,52.758593360
2,xen-vm2,0.060022382,0.000022382,52.788611516
3,xen-vm3,0.060018696,0.000018696,52.808614795
1,xen-vm1,0.060021530,0.000021530,52.818614890
2,xen-vm2,0.060021602,0.000021602,52.848633118
3,xen-vm3,0.060014105,0.000014105,52.868628900
1,xen-vm1,0.059985769,0.000014231,52.878600659
2,xen-vm2,0.060010755,0.000010755,52.908643873
3,xen-vm3,0.060007993,0.000007993,52.928636893
1,xen-vm1,0.060043435,0.000043435,52.938644094
2,xen-vm2,0.060019274,0.000019274,52.968663147
3,xen-vm3,0.060026424,0.000026424,52.988663317
1,xen-vm1,0.060018781,0.000018781,52.998662875
2,xen-vm2,0.060016047,0.000016047,53.028679194
3,xen-vm3,0.060025541,0.000025541,53.048688858
1,xen-vm1,0.060007817,0.000007817,53.058670692
2,xen-vm2,0.060024032,0.000024032,53.088703226
3,xen-vm3,0.060009125,0.000009125,53.108697983
1,xen-vm1,0.060000729,0.000000729,53.118671421
2,xen-vm2,0.060009639,0.000009639,53.148712865
3,xen-vm3,0.060006279,0.000006279,53.168704262
1,xen-vm1,0.060035070,0.000035070,53.178706491
2,xen-vm2,0.060014568,0.000014568,53.208727433
3,xen-vm3,0.060016961,0.000016961,53.228721223
1,xen-vm1,0.059998701,0.000001299,53.238705192
2,xen-vm2,0.060008373,0.000008373,53.268735806
3,xen-vm3,0.060018015,0.000018015,53.288739238
1,xen-vm1,0.060031953,0.000031953,53.298737145
2,xen-vm2,0.060022802,0.000022802,53.328758608
3,xen-vm3,0.060027460,0.000027460,53.348766698
1,xen-vm1,0.060023590,0.000023590,53.358760735
2,xen-vm2,0.060019452,0.000019452,53.388778060
3,xen-vm3,0.060014520,0.000014520,53.408781218
